roi,label,atlas_region,base_region,side,n_recordings,FCS_z,FCV_z,Metastability_z,NetTE_z,NeighborNetTE_z,FCS,FCV,Metastability,NetTE,NeighborNetTE
491,ME_L_491,ME_L,ME,L,19,-0.8955284888870605,-0.47576562796402133,0.6950352608221962,-0.3857840265546234,-0.002571397590005536,0.040516118048281265,0.19797323859385962,0.079372376,-0.010695233706784116,0.004681269607995048
492,ME_L_492,ME_L,ME,L,18,-0.9489620149453611,-0.8588065384360198,0.8702568719953903,-0.10642441534589858,-0.4752439655881183,0.03697566553168849,0.19348744968309178,0.097441465,-0.005089165837085154,0.0015041123837575845
493,ME_L_493,ME_L,ME,L,17,-1.5401384996857297,-1.4791562065820099,1.4200993687086039,-0.5211781186670847,-1.503365084169199,0.022859177368450598,0.18790221399653764,0.11516431,-0.011741473578162298,-0.004497799971721407
494,ME_L_494,ME_L,ME,L,17,-1.5428727609840494,-1.486328674291742,1.6494111387541093,-0.369152575207227,-1.5687023407662593,0.02296318042682563,0.18735728858264755,0.12607165,-0.007242630479774895,-0.008908969329888116
495,ME_L_495,ME_L,ME,L,15,-1.658670690694159,-1.695838746493032,1.8429002362505147,-0.39084902265860016,0.2752262070279412,0.021273283810906825,0.18585589811245085,0.13421139,-0.00851913824356599,0.0072706712901455355
496,ME_L_496,ME_L,ME,L,17,-1.2632545654615759,-0.9139573493875175,1.2439269276549865,-0.3869247918947955,-0.45664739539696136,0.030578880826397932,0.1929040496925908,0.10428369,-0.007982504826328764,-0.0025376408748609214
497,ME_L_497,ME_L,ME,L,17,-1.4767854491129109,-1.2769162383348966,1.3662820157706665,-0.5517500780008369,-0.6006549843812369,0.02399347609691019,0.1896534408406011,0.10673028,-0.016111585950027298,0.0010366440926593149
498,ME_L_498,ME_L,ME,L,17,-0.8181995051354577,-0.6053796564481849,0.6866680569149809,-0.4889972678480611,0.16980048069001924,0.04120672429928959,0.1971797534525591,0.081463434,-0.016997029219866327,0.006901994840365156
519,ME_L_519,ME_L,ME,L,2,-1.8552162357045563,-1.4339806401092303,1.2079893865599254,-0.08655821884620601,-0.5750067914938503,0.02143626313358883,0.18521542030304555,0.058419216,-0.0011000636323224807,0.0009790476148611386
525,ME_L_525,ME_L,ME,L,1,-1.7174247495490573,-1.9360065844103376,1.937245136560245,-0.12668288828294175,,0.019200173677541593,0.18214282326941905,0.1678818,-0.004336262195285926,
531,ME_L_531,ME_L,ME,L,15,-1.461528712640452,-1.4870568236812047,1.603621241435745,-0.43365919822030624,0.23116143802948602,0.02537491269782371,0.18803864985416782,0.107527636,-0.009421217595870456,0.004803387166396101
545,ME_L_545,ME_L,ME,L,18,-1.462064876835499,-1.2375141884148932,1.4058847487957769,-0.49758477469627366,0.803508275535648,0.02493387058209491,0.18927269445437797,0.112030834,-0.011231779410307037,0.008981077692546689
546,ME_L_546,ME_L,ME,L,19,-1.1310283321206538,-0.8368037945390052,0.7539995766670101,-0.30079019285733427,0.2577898701958874,0.03445625753303903,0.19431138881490392,0.08808783,-0.01120001175357514,0.010647313080374235
549,ME_L_549,ME_L,ME,L,17,-1.5641784765420428,-1.5895219202472883,1.5784299736219234,-0.3619018012275821,-1.367689753358372,0.022048122201851334,0.18629686959293287,0.10760349,-0.006969631535969658,-0.0015444543101215953
550,ME_L_550,ME_L,ME,L,19,-1.2387544110264408,-1.1312460243138525,1.1643712081575441,-0.3627454634763254,-0.06858926062979563,0.03126696335134612,0.1910650286956074,0.10203066,-0.00890449891183686,0.006629137437946153
551,ME_L_551,ME_L,ME,L,3,-1.8169162807459294,-1.5807323185816966,2.1005707898936667,-0.2581502612674951,,0.01790485928158795,0.1841097885424656,0.19299877,-0.011196168292160693,
561,ME_L_561,ME_L,ME,L,18,-1.4199274359086347,-1.3217058307497211,1.2089298789607497,-0.6032095961565184,-0.3786881477910544,0.02559329920697304,0.18901475027865888,0.099112645,-0.017528125302950812,0.005049099670143988
569,ME_L_569,ME_L,ME,L,5,-1.5072685161902668,-1.3074562497085904,1.6866305291970132,-0.1687140384510137,1.6453994846662086,0.018906949099006202,0.1844699082812955,0.13847928,-0.005907443125703596,0.06663160440245909
580,ME_L_580,ME_L,ME,L,2,-1.3853060855991854,-1.159607522706261,2.527322098955554,-0.31027170447076424,,0.01869677322890497,0.18437478902162938,0.204189,-0.014924096404271036,
592,LOP_R_592,LOP_R,LOP,R,1,-1.5604759301618236,-1.1367948603497504,0.6470135453459533,-0.19104869223197657,-2.268957516241355,0.01837961960693438,0.18609983185260148,0.03293,-0.0011239784337314111,-0.003244474175652223
597,LOP_R_597,LOP_R,LOP,R,9,-1.7506456741890786,-1.7486801477542548,1.363406498487289,-0.3345747904540039,2.3171555514190114,0.02354142425429629,0.18818745851110416,0.08562244,-0.0046649048589462155,0.00652364883724836
