roi,label,side_key,side,big_group,mean_FCV_excl_same_side_key_z,weighted_mean_PostDCA_positive,binary_mean_PostDCA_positive
249,AVLP_L_249,AVLP_L,L,optic/lateral protocerebrum,0.1526764207375265,0.017506590080857,0.00953802605777814
134,CRE_L_134,CRE_L,L,inferior/ventrolateral protocerebrum,0.7656901604942093,0.0207756652701866,0.01674659356944055
135,CRE_L_135,CRE_L,L,inferior/ventrolateral protocerebrum,-0.7080315527898075,0.0207756652701866,0.01674659356944055
136,CRE_L_136,CRE_L,L,inferior/ventrolateral protocerebrum,0.3056149269274619,0.0207756652701866,0.01674659356944055
137,CRE_L_137,CRE_L,L,inferior/ventrolateral protocerebrum,0.7364709407970991,0.0207756652701866,0.01674659356944055
138,CRE_L_138,CRE_L,L,inferior/ventrolateral protocerebrum,0.4184979368861797,0.0207756652701866,0.01674659356944055
139,CRE_L_139,CRE_L,L,inferior/ventrolateral protocerebrum,0.4249261116962365,0.0207756652701866,0.01674659356944055
140,CRE_L_140,CRE_L,L,inferior/ventrolateral protocerebrum,0.5311568512626669,0.0207756652701866,0.01674659356944055
141,CRE_L_141,CRE_L,L,inferior/ventrolateral protocerebrum,0.1738447047971059,0.0207756652701866,0.01674659356944055
142,CRE_L_142,CRE_L,L,inferior/ventrolateral protocerebrum,0.5733919078899904,0.0207756652701866,0.01674659356944055
143,CRE_L_143,CRE_L,L,inferior/ventrolateral protocerebrum,1.2962683789838407,0.0207756652701866,0.01674659356944055
145,EPA_L_145,EPA_L,L,inferior/ventrolateral protocerebrum,-0.3376299012652123,0.0641271040364944,0.009860043556074718
913,IB_L_913,IB_L,L,inferior/ventrolateral protocerebrum,0.0879285879843088,0.0356146528386148,0.014122320317332604
914,IB_L_914,IB_L,L,inferior/ventrolateral protocerebrum,-0.2436708413151592,0.0356146528386148,0.014122320317332604
915,IB_L_915,IB_L,L,inferior/ventrolateral protocerebrum,0.3410504279071003,0.0356146528386148,0.014122320317332604
319,ICL_L_319,ICL_L,L,optic/lateral protocerebrum,-0.1820842195580738,0.0141316259929802,0.015155787165333877
320,ICL_L_320,ICL_L,L,optic/lateral protocerebrum,0.1124213617694115,0.0141316259929802,0.015155787165333877
321,ICL_L_321,ICL_L,L,optic/lateral protocerebrum,-0.417058369953942,0.0141316259929802,0.015155787165333877
322,ICL_L_322,ICL_L,L,optic/lateral protocerebrum,-0.6391636373810953,0.0141316259929802,0.015155787165333877
323,ICL_L_323,ICL_L,L,optic/lateral protocerebrum,0.8357172945764876,0.0141316259929802,0.015155787165333877
324,ICL_L_324,ICL_L,L,optic/lateral protocerebrum,-0.2042814025156252,0.0141316259929802,0.015155787165333877
325,ICL_L_325,ICL_L,L,optic/lateral protocerebrum,0.3687104574207017,0.0141316259929802,0.015155787165333877
326,ICL_L_326,ICL_L,L,optic/lateral protocerebrum,0.4932205938287435,0.0141316259929802,0.015155787165333877
983,LAL_L_983,LAL_L,L,inferior/ventrolateral protocerebrum,0.6809769010078232,0.0372312491272941,0.01613310253708444
984,LAL_L_984,LAL_L,L,inferior/ventrolateral protocerebrum,0.5119037833008955,0.0372312491272941,0.01613310253708444
985,LAL_L_985,LAL_L,L,inferior/ventrolateral protocerebrum,1.6867536823728155,0.0372312491272941,0.01613310253708444
986,LAL_L_986,LAL_L,L,inferior/ventrolateral protocerebrum,0.9919228175724554,0.0372312491272941,0.01613310253708444
987,LAL_L_987,LAL_L,L,inferior/ventrolateral protocerebrum,1.751248221987126,0.0372312491272941,0.01613310253708444
838,LH_L_838,LH_L,L,olfactory system,-0.5436804993898275,0.0154207396394683,0.01385910043300772
839,LH_L_839,LH_L,L,olfactory system,1.4861630881730854,0.0154207396394683,0.01385910043300772
840,LH_L_840,LH_L,L,olfactory system,0.3052400766171002,0.0154207396394683,0.01385910043300772
841,LH_L_841,LH_L,L,olfactory system,-1.371880750519554,0.0154207396394683,0.01385910043300772
842,LH_L_842,LH_L,L,olfactory system,1.4303199038356964,0.0154207396394683,0.01385910043300772
843,LH_L_843,LH_L,L,olfactory system,0.2408541500627076,0.0154207396394683,0.01385910043300772
844,LH_L_844,LH_L,L,olfactory system,-0.3993133972614722,0.0154207396394683,0.01385910043300772
845,LH_L_845,LH_L,L,olfactory system,-0.615401466180891,0.0154207396394683,0.01385910043300772
846,LH_L_846,LH_L,L,olfactory system,0.4379977555534213,0.0154207396394683,0.01385910043300772
847,LH_L_847,LH_L,L,olfactory system,1.2910795762690537,0.0154207396394683,0.01385910043300772
848,LH_L_848,LH_L,L,olfactory system,0.4993919681419281,0.0154207396394683,0.01385910043300772
728,MB_L_728,MB_L,L,mushroom body,1.2242891564726242,0.1238445491944881,0.005498511986447606
729,MB_L_729,MB_L,L,mushroom body,1.8885456857196572,0.1238445491944881,0.005498511986447606
730,MB_L_730,MB_L,L,mushroom body,0.5208638504204476,0.1238445491944881,0.005498511986447606
731,MB_L_731,MB_L,L,mushroom body,0.8695671557703049,0.1238445491944881,0.005498511986447606
732,MB_L_732,MB_L,L,mushroom body,0.5859469437455658,0.1238445491944881,0.005498511986447606
733,MB_L_733,MB_L,L,mushroom body,2.279138721803357,0.1238445491944881,0.005498511986447606
734,MB_L_734,MB_L,L,mushroom body,1.9203695635135436,0.1238445491944881,0.005498511986447606
735,MB_L_735,MB_L,L,mushroom body,0.5192986109973877,0.1238445491944881,0.005498511986447606
736,MB_L_736,MB_L,L,mushroom body,2.005358478274797,0.1238445491944881,0.005498511986447606
737,MB_L_737,MB_L,L,mushroom body,1.017833200242163,0.1238445491944881,0.005498511986447606
738,MB_L_738,MB_L,L,mushroom body,2.0613233940768474,0.1238445491944881,0.005498511986447606
739,MB_L_739,MB_L,L,mushroom body,0.7774623182466717,0.1238445491944881,0.005498511986447606
740,MB_L_740,MB_L,L,mushroom body,0.7516323428516888,0.1238445491944881,0.005498511986447606
741,MB_L_741,MB_L,L,mushroom body,0.2988621454847776,0.1238445491944881,0.005498511986447606
742,MB_L_742,MB_L,L,mushroom body,0.2195844923092516,0.1238445491944881,0.005498511986447606
